Name,Identity,Type,Sex,Eye Color,Hair Color,Appearances,First Appearance,Studio
Arthur Curry," Jr.,New Earth",Neutral,Male,Blue,Blond,54,1965,DC
Jennifer Pierce,New Earth,Good,Female,Brown,Black,53,2008,DC
Knockout,New Earth,Bad,Female,Blue,Red,53,1994,DC
Daniel Chase,New Earth,Good,Male,Green,Red,53,1987,DC
Danton Black,New Earth,Bad,Male,Blue,Black,53,1978,DC
Lori Zechlin,New Earth,Neutral,Female,Blue,Black,52,2005,DC
Cody Driscoll,New Earth,Good,Male,Green,Blond,52,1996,DC
Helena Kosmatos,New Earth,Good,Female,Red,Blond,52,1987,DC
Kalista,New Earth,Good,Female,White,Purple,52,1981,DC
Beautiful Dreamer,New Earth,Good,Female,Blue,Black,52,1971,DC
James Craddock,New Earth,Bad,Male,Blue,Brown,52,1947,DC
Katherine Kane,New Earth,Good,Female,Green,Red,51,2006,DC
Rex Leech,New Earth,Neutral,Male,Hazel,Brown,51,1993,DC
Artemis," Goddess of the Hunt,New Earth",Neutral,Female,Blue,Red,51,1987,DC
Andrew Bennett,New Earth,Good,Male,Red,Black,51,1981,DC
Mark Moonrider,New Earth,Good,Male,Blue,Black,51,1971,DC
Serifan,New Earth,Good,Male,Blue,Blond,51,1971,DC
Phillip Mason,New Earth,Good,Male,Blue,Blond,51,1959,DC
Joar Mahkent,New Earth,Bad,Male,Blue,Red,51,1947,DC
Koryak,New Earth,Good,Male,Brown,Black,50,1995,DC
Lyrl Dox,New Earth,Bad,Male,Green,Blond,50,1991,DC
Lonnie Machin,New Earth,Good,Male,Blue,Red,50,1989,DC
Sodam Yat,New Earth,Good,Male,Green,Black,50,1986,DC
Chester Williams,New Earth,Good,Male,Blue,Red,50,1985,DC
Angela Roth,New Earth,Good,Female,Blue,Black,50,1981,DC
Christopher King,New Earth,Good,Male,Blue,Blond,50,1981,DC
Mad Harriet,New Earth,Bad,Female,Black,Green,50,1972,DC
Vykin the Black,New Earth,Good,Male,Brown,Black,50,1971,DC
Donald Hall,New Earth,Good,Male,Blue,Blond,50,1968,DC
Lor-Zod,New Earth,Good,Male,Brown,Brown,49,2006,DC
Blaze,New Earth,Bad,Female,Red,Black,49,1990,DC
Bernadeth,New Earth,Bad,Female,Brown,Black,49,1972,DC
Jay Abrams,New Earth,Good,Male,Grey,Black,49,1971,DC
Mortimer Jibbet,New Earth,Good,Male,Brown,Black,49,1939,DC
Iolande,New Earth,Good,Female,Purple,Black,48,2006,DC
Yrra Cynril,New Earth,Neutral,Female,Brown,Black,48,1997,DC
Mona Bennett,New Earth,Good,Female,Blue,Blond,48,1963,DC
Joseph Jones,New Earth,Good,Male,Blue,Black,47,1991,DC
Matthew Ryder,New Earth,Good,Male,Blue,Blond,47,1991,DC
Neptune Perkins,New Earth,Good,Male,Blue,Black,47,1945,DC
Irene Miller,New Earth,Good,Female,Grey,Black,47,1940,DC
Helen Claiborne,New Earth,Neutral,Female,Blue,Black,46,1995,DC
Crystal Brown,New Earth,Good,Female,Green,Brown,46,1992,DC
Mary Elizabeth Kane,New Earth,Good,Female,Blue,Blond,46,1989,DC
Joseph Chilton,New Earth,Bad,Male,Hazel,Blond,46,1987,DC
Siobhan McDougal,New Earth,Bad,Female,White,White,46,1987,DC
Miya Shimada,New Earth,Good,Female,Brown,Black,46,1984,DC
Alec Holland,New Earth,Good,Male,Blue,Blond,46,1972,DC
Bito Wladon,New Earth,Bad,Male,Blue,Black,46,1962,DC
Poseidon,New Earth,Neutral,Male,White,White,46,1940,DC
Ryan Choi,New Earth,Good,Male,Brown,Black,45,2006,DC
Hunter Zolomon,New Earth,Bad,Male,Red,Brown,45,2001,DC
Wendy Jones,New Earth,Good,Female,Blue,Blond,45,1984,DC
Arani Desai,New Earth,Good,Female,Blue,Black,45,1977,DC
Duela Dent,Earth-3,Neutral,Female,Purple,Red,45,1976,DC
Richard Drakunovski,New Earth,Good,Male,Blue,Red,45,1975,DC
Calvin Carson,New Earth,Good,Male,Blue,Brown,45,1960,DC
Gregory Sanders,New Earth,Good,Male,Brown,Brown,45,1941,DC
Mist I,New Earth,Bad,Male,Blue,White,45,1941,DC
Rodney Gaynor,New Earth,Good,Male,Blue,Black,45,1940,DC
Larfleeze,New Earth,Neutral,Male,Yellow,Orange,44,2008,DC
Sean Noonan,New Earth,Good,Male,Brown,Black,44,1993,DC
William Everett," Sr.,New Earth",Good,Male,Brown,Black,44,1983,DC
Selinda Flinders,New Earth,Bad,Female,Blue,Red,44,1981,DC
Gavyn,New Earth,Good,Male,Blue,Blond,44,1980,DC
Jon Valor,New Earth,Good,Male,Brown,Brown,44,1940,DC
Zachary Zatara,New Earth,Good,Male,Green,Black,43,2006,DC
Alura In-Ze,New Earth,Good,Female,Blue,Blond,43,2004,DC
Iris West II,New Earth,Good,Female,Green,Red,43,1999,DC
Sandra Knight,New Earth,Good,Female,Black,Black,43,1987,DC
Elizabeth Chapel,New Earth,Good,Female,Brown,Black,43,1985,DC
Teekl,New Earth,Neutral,Male,Red,Orange,43,1973,DC
Louis Kiyahani,New Earth,Good,Male,Brown,Black,43,1963,DC
Dru-Zod II,New Earth,Bad,Male,Black,Black,43,1961,DC
Paco Testas,New Earth,Good,Male,Black,Brown,42,2006,DC
Mitchell Shelley,New Earth,Good,Male,Brown,White,42,1997,DC
Roy Raymond," Jr.,New Earth",Good,Male,Black,Blond,42,1997,DC
Audrey Spears,New Earth,Good,Female,Brown,Brown,42,1996,DC
William Henderson,New Earth,Good,Male,Brown,Brown,42,1987,DC
Helga Jace,New Earth,Bad,Female,Blue,Grey,42,1983,DC
Edward Raymond,New Earth,Good,Male,Brown,Brown,42,1978,DC
Traya Sutton,New Earth,Good,Female,Blue,Black,42,1978,DC
Rac Shade,New Earth,Good,Male,Blue,Red,42,1977,DC
Glorious Godfrey,New Earth,Bad,Male,Black,Red,42,1971,DC
William Walker,New Earth,Neutral,Male,Black,Black,42,1971,DC
Rama Kushna,New Earth,Neutral,Female,Black,Black,42,1967,DC
Laura De Mille,New Earth,Bad,Female,Blue,Black,42,1964,DC
June Robbins,New Earth,Good,Female,Blue,Strawberry Blond,42,1957,DC
Janu,New Earth,Good,Male,Black,Brown,42,1954,DC
Myra Mason,New Earth,Good,Female,Blue,Blond,42,1941,DC
Sayd,New Earth,Good,Female,Green,White,41,2007,DC
Catalina Flores,New Earth,Good,Female,Brown,Black,41,2002,DC
Manitou Raven,New Earth,Good,Male,White,Black,41,2002,DC
Josephine MacDonald,New Earth,Good,Female,Brown,Black,41,2001,DC
Ariana Dzerchenko,New Earth,Good,Female,Blue,Black,41,1992,DC
Lazarus Lane,New Earth,Good,Male,Blue,Black,41,1970,DC
Abel,New Earth,Neutral,Male,Blue,Black,41,1969,DC
Strong Bow,New Earth,Good,Male,Brown,Black,41,1951,DC
Phoebus Apollo,New Earth,Neutral,Male,Blue,Blond,41,1941,DC
Arthur Pendragon,New Earth,Good,Male,Brown,Brown,41,1936,DC
Brenda Del Vecchio,New Earth,Good,Female,Brown,Red,40,2006,DC
Jai West,New Earth,Good,Male,Brown,Black,40,2005,DC
Jessica Midnight,New Earth,Good,Female,Blue,Black,40,2002,DC
Stacy,New Earth,Neutral,Female,Green,Red,40,2000,DC
Donna Carol Force,New Earth,Good,Female,Blue,Brown,40,1993,DC
Mariah Romanova,New Earth,Good,Female,Blue,Red,40,1977,DC
Christopher Chance,New Earth,Good,Male,Blue,Black,40,1972,DC
Eve Aries,Pre-Zero Hour,Bad,Female,Green,Red,40,1961,DC
Harold Shapiro,New Earth,Good,Male,Blue,Red,40,1961,DC
Ursa,New Earth,Bad,Female,Brown,Brown,39,2007,DC
Amon Tomaz,New Earth,Bad,Male,Brown,Brown,39,2006,DC
Taleb Beni Khalid,New Earth,Neutral,Male,Brown,Brown,39,2006,DC
Dudley Soames,New Earth,Bad,Male,Hazel,Brown,39,1996,DC
Preston Lindsay,New Earth,Good,Male,Blue,Blond,39,1995,DC
William Everett III,New Earth,Good,Male,Brown,Black,39,1994,DC
Frieda Goren,Dakotaverse,Good,Female,Green,Red,39,1993,DC
Shilo Norman,New Earth,Good,Male,Brown,Black,39,1973,DC
John Dee,New Earth,Bad,Male,Brown,Brown,39,1961,DC
Adrianna Tomaz,New Earth,Neutral,Female,Brown,Brown,38,2006,DC
Brainiac 8,New Earth,Good,Female,Red,Pink,38,2003,DC
Aleea Strange,New Earth,Good,Female,Blue,Blond,38,1990,DC
Anatoli Knyazev,New Earth,Bad,Male,Brown,Blond,38,1988,DC
Sigrid Nansen,New Earth,Good,Female,Blue,White,38,1986,DC
Kole Weathers,New Earth,Good,Female,Blue,Red,38,1985,DC
Arthur Hall,New Earth,Good,Male,Brown,White,38,1982,DC
Cyril Sheldrake,New Earth,Good,Male,Brown,Brown,38,1950,DC
Thara Ak-Var,New Earth,Good,Female,Brown,Brown,37,2008,DC
Amy Allen,New Earth,Neutral,Female,Blue,Brown,37,2006,DC
Isaiah Crockett,New Earth,Good,Male,Brown,Brown,37,1996,DC
Azrael,New Earth,Neutral,Male,Gold,Black,37,1985,DC
Elizabeth Tremayne,New Earth,Good,Female,Blue,Red,37,1982,DC
Walter Johnson II,New Earth,Good,Male,Brown,Black,37,1970,DC
Lawrence Crock,New Earth,Bad,Male,Brown,Brown,37,1947,DC
Lance Gallant,Earth-X,Good,Male,Blue,Blond,37,1943,DC
Joan Dale,New Earth,Good,Female,Blue,Black,37,1941,DC
Lawrence Belmont,New Earth,Good,Male,Blue,Brown,37,1940,DC
Non,New Earth,Bad,Male,Blue,Black,36,2007,DC
Charlotte Gage-Radcliffe,New Earth,Good,Female,Blue,Red,36,2006,DC
Stormy Knight,New Earth,Good,Female,Blue,Black,36,2006,DC
Ramsey Robinson,New Earth,Good,Male,Blue,Black,36,2004,DC
Zor-El,New Earth,Good,Male,Blue,Blond,36,2004,DC
Merayn Dethalis,New Earth,Good,Female,Yellow,Purple,36,1993,DC
Robert Hinckley Long,New Earth,Neutral,Male,Black,Red,36,1992,DC
Shado,New Earth,Neutral,Female,Brown,Black,36,1987,DC
Sarah Simms,New Earth,Good,Female,Blue,Blond,36,1981,DC
Maximillian Zeus,New Earth,Bad,Male,Brown,Brown,36,1979,DC
Glenda Mark,New Earth,Good,Female,Blue,Blond,36,1972,DC
Anthony Rodriguez II,New Earth,Good,Male,Brown,Brown,36,1970,DC
Anthro,New Earth,Good,Male,Brown,Brown,36,1968,DC
Mark Desmond,New Earth,Bad,Male,Hazel,Brown,36,1965,DC
Hephaestus,New Earth,Neutral,Male,Blue,White,36,1941,DC
Thomas Ludlow Hallaway,New Earth,Bad,Male,Brown,Brown,36,1940,DC
Jeannette,New Earth,Bad,Female,Blue,White,35,2009,DC
Dex-Starr,New Earth,Bad,Male,Yellow,Blue,35,2008,DC
Michael Lane,New Earth,Good,Male,Brown,Black,35,2007,DC
Arthur Joseph Curry,New Earth,Good,Male,Blue,Blond,35,2006,DC
Frederick Chyre,New Earth,Good,Male,Blue,Grey,35,2000,DC
Beryl Hutchinson,New Earth,Good,Female,Blue,Red,35,1999,DC
Carla White,New Earth,Good,Female,Brown,Brown,35,1992,DC
Jeffrey Smith,New Earth,Good,Male,Brown,Black,35,1990,DC
Delilah Tyler,New Earth,Good,Female,Brown,Black,35,1989,DC
Rhea Jones,New Earth,Good,Female,White,Red,35,1987,DC
Gardner Grayle,New Earth,Good,Male,Blue,Red,35,1983,DC
Lady Chian,New Earth,Good,Female,Black,Black,35,1982,DC
Sebastian Blood VIII,New Earth,Bad,Male,Grey,Black,35,1982,DC
Laura Neilsen,New Earth,Good,Female,Blue,White,35,1971,DC
Mary James,New Earth,Good,Female,Blue,Strawberry Blond,35,1940,DC
Frankenstein,New Earth,Good,Male,Brown,Black,34,2006,DC
Prometheus,New Earth,Bad,Male,Blue,White,34,1998,DC
Samuel Makoa,New Earth,Good,Male,Black,Black,34,1994,DC
Augustus Freeman,Dakotaverse,Good,Male,Brown,Black,34,1993,DC
Courtney Mason,New Earth,Good,Female,Blue,Blond,34,1993,DC
Bonnie Baxter,New Earth,Good,Female,Blue,Brown,34,1990,DC
Oswald Loomis,New Earth,Bad,Male,Blue,Brown,34,1988,DC
Jack Wheeler,New Earth,Good,Male,Blue,Blond,34,1987,DC
Natasha Ulyanov,New Earth,Bad,Female,Blue,Blond,34,1986,DC
Diane Meade,New Earth,Good,Female,Blue,Blond,34,1957,DC
Brian Kent,New Earth,Good,Male,Blue,Blond,34,1955,DC
King Standish,New Earth,Good,Male,Blue,Blond,34,1940,DC
Darla Aquista,New Earth,Good,Female,Blue,Black,33,2004,DC
Bloodwynd,New Earth,Good,Male,Blue,Black,33,1993,DC
Patricia Trayce,New Earth,Good,Female,Blue,Blond,33,1992,DC
Jonathan Fox,New Earth,Good,Male,Blue,Black,33,1990,DC
Jewelee,New Earth,Bad,Female,Blue,Blond,33,1988,DC
Felicity Smoak,New Earth,Neutral,Female,Blue,Black,33,1984,DC
Isuma Yasunari,New Earth,Good,Male,Brown,Black,33,1982,DC
May Bennett,New Earth,Neutral,Female,Blue,Brown,33,1982,DC
Rod Reilly,New Earth,Good,Male,Blue,Brown,33,1941,DC
Wendy Kuttler,New Earth,Good,Female,Green,Black,32,2006,DC
Albrecht Krieger,New Earth,Bad,Male,Blue,Blond,32,1995,DC
Tawky Tawny,New Earth,Good,Male,Orange,Orange,32,1995,DC
Gerri Brauer,Dakotaverse,Good,Female,Blue,Blond,32,1994,DC
Harry Chawney,Dakotaverse,Good,Male,White,Grey,32,1994,DC
William MacIntyre,New Earth,Good,Male,White,White,32,1994,DC
Atlan,New Earth,Good,Male,Blue,Blond,32,1990,DC
Corky Baxter,New Earth,Good,Male,Blue,Brown,32,1990,DC
Boris Ulyanov,New Earth,Bad,Male,Blue,Blond,32,1986,DC
Michelle Carter,New Earth,Good,Female,Blue,Blond,32,1986,DC
William Vickers,New Earth,Good,Male,Blue,Blond,32,1984,DC
Prince Topaz,New Earth,Good,Male,Yellow,Blond,32,1983,DC
Ulysses Hazard,New Earth,Good,Male,Brown,Black,32,1977,DC
Eric Needham,New Earth,Bad,Male,Brown,Black,32,1976,DC
Steven Smith,New Earth,Good,Male,Blue,Blond,32,1972,DC
Ira Quimby,New Earth,Bad,Male,Blue,Brown,32,1963,DC
Simon Hurt,New Earth,Bad,Male,Brown,Brown,32,1963,DC
Amos Fortune,New Earth,Bad,Male,Black,Black,32,1961,DC
William Tockman,New Earth,Bad,Male,Blue,Black,32,1960,DC
Mortimer Drake,New Earth,Bad,Male,Brown,Brown,32,1943,DC
Hades,New Earth,Neutral,Male,Black,Black,32,1941,DC
Andre Twist,New Earth,Good,Male,Blue,Blond,31,2006,DC
Marcus Driver,New Earth,Good,Male,Blue,Blond,31,2003,DC
Jared Morillo,New Earth,Good,Male,Brown,Black,31,2001,DC
Erica Alexandra del Portenza,New Earth,Bad,Female,Brown,Brown,31,1995,DC
David Kim,Dakotaverse,Good,Male,Brown,Black,31,1994,DC
Chandi Gupta,New Earth,Good,Female,Black,Black,31,1993,DC
Laira Omoto,New Earth,Neutral,Female,White,Red,31,1993,DC
Benjamin Lockwood,New Earth,Good,Male,Blue,Brown,31,1991,DC
Flying Fox,New Earth,Good,Male,Brown,Black,31,1987,DC
Jean-Louis Droo,New Earth,Bad,Male,Brown,Black,31,1981,DC
Roy G. Bivolo,New Earth,Bad,Male,Grey,Black,31,1980,DC
Lynn Stewart,New Earth,Neutral,Female,Brown,Black,31,1977,DC
Atlanna,New Earth,Good,Female,Brown,Brown,31,1959,DC
King Chimera,New Earth,Good,Male,Black,Black,30,2009,DC
Mark Richards,New Earth,Good,Male,Brown,Black,30,2006,DC
Rodunn,New Earth,Good,Male,Grey,Brown,30,2000,DC
David Cain,New Earth,Bad,Male,Blue,Grey,30,1999,DC
Thaddeus Thawne II,New Earth,Bad,Male,Yellow,Blond,30,1999,DC
Michael Schorr,New Earth,Good,Male,Green,Brown,30,1995,DC
Raquel Ervin,Dakotaverse,Good,Female,Brown,Brown,30,1993,DC
Euboea,New Earth,Good,Female,Brown,Black,30,1987,DC
Daniel Garrett,New Earth,Good,Male,Blue,Brown,30,1986,DC
Nommo,New Earth,Good,Male,Brown,Black,30,1982,DC
Wanda Wayland,New Earth,Bad,Female,Brown,Blond,30,1982,DC
Iluthin,New Earth,Bad,Male,Blue,Black,30,1972,DC
Abel Tarrant,New Earth,Bad,Male,Blue,Brown,30,1963,DC
Charles Grayson,New Earth,Good,Male,Brown,Brown,30,1942,DC
Alberto Reyes,New Earth,Good,Male,Brown,Black,29,2006,DC
Bianca Reyes,New Earth,Good,Female,Brown,Black,29,2006,DC
Jamie Harper,New Earth,Good,Female,Brown,Black,29,2006,DC
John Trujillo,New Earth,Good,Male,Red,Black,29,2006,DC
Brian Durlin,New Earth,Good,Male,Blue,Blond,29,2003,DC
Angelo Bend,New Earth,Bad,Male,Brown,Brown,29,2002,DC
Hacken,New Earth,Neutral,Male,Brown,Brown,29,1996,DC
Arnold Burnsteel,New Earth,Good,Male,White,Black,29,1994,DC
Marcus Aelius,New Earth,Good,Male,Blue,Blond,29,1994,DC
Edmund Dorrance,New Earth,Bad,Male,Brown,Blond,29,1991,DC
Barbara Eileen Gordon,New Earth,Good,Female,Hazel,Red,29,1987,DC
Heinrich Megala,New Earth,Good,Male,Black,Red,29,1987,DC
Remoni-Notra,New Earth,Bad,Female,Blue,Black,29,1976,DC
Key,New Earth,Bad,Male,Red,White,29,1965,DC
Pedro," Ghost Patrol,New Earth",Good,Male,Brown,Brown,29,1942,DC
Amentep,New Earth,Good,Male,Black,Black,29,1940,DC
Candace Jean Gennaro,New Earth,Good,Female,Blue,Black,28,2002,DC
Celia Forrestal,New Earth,Good,Female,Brown,Black,28,2002,DC
Hope Taya,New Earth,Bad,Female,Brown,Black,28,1999,DC
Bonny Hoffman,New Earth,Bad,Female,Blue,Blond,28,1997,DC
Deborah Tiegel,New Earth,Good,Female,Brown,Black,28,1994,DC
Lyrissa Mallor,New Earth,Good,Female,Blue,Black,28,1989,DC
Steven Lombard,New Earth,Neutral,Male,Green,Red,28,1989,DC
Ravan,New Earth,Bad,Male,Brown,Black,28,1987,DC
Gary Washington,New Earth,Good,Male,Brown,Black,28,1985,DC
Susan Linden I,New Earth,Good,Female,Violet,Violet,28,1973,DC
Virman Vundabar,New Earth,Bad,Male,Blue,Black,28,1971,DC
Zazzala,New Earth,Bad,Female,Blue,Black,28,1963,DC
Ghast,New Earth,Bad,Male,Black,Black,28,1962,DC
Matthew Hagen,New Earth,Bad,Male,Blue,Blond,28,1961,DC
Star Hawkins,New Earth,Good,Male,Brown,Black,28,1960,DC
Salvatore Maroni,New Earth,Bad,Male,Brown,Brown,28,1942,DC
Lyssa Drak,New Earth,Bad,Female,Red,Black,27,2007,DC
Michael Christian Amar,New Earth,Bad,Male,Brown,Grey,27,2001,DC
Martin van Wyck,New Earth,Bad,Male,Blue,Blond,27,1999,DC
Carmen Leno,New Earth,Bad,Female,Brown,Black,27,1997,DC
Roland,New Earth,Good,Male,Black,Brown,27,1995,DC
Geoffrey Barron,New Earth,Good,Male,Brown,Black,27,1993,DC
Rose Lewis,New Earth,Good,Female,Brown,Red,27,1990,DC
Flora Black,New Earth,Neutral,Female,Violet,Violet,27,1988,DC
Elizabeth Thorne,New Earth,Good,Female,Blue,Black,27,1987,DC
Lori Lemaris,New Earth,Good,Female,Brown,Brown,27,1987,DC
Theresa Collins,New Earth,Good,Female,Blue,Red,27,1986,DC
Karras,New Earth,Good,Male,Green,Brown,27,1985,DC
Dark Opal,New Earth,Bad,Male,Red,Black,27,1983,DC
Mona Taylor,New Earth,Bad,Female,Black,Black,27,1982,DC
Rupert Thorne,New Earth,Bad,Male,Brown,White,27,1977,DC
Epoch,New Earth,Bad,Male,Blue,Black,27,1962,DC
Mi-Sun Kwon,New Earth,Good,Female,Brown,Brown,26,2004,DC
Shyleen Lao,New Earth,Good,Female,Brown,Blond,26,2001,DC
Isadora Wellington-Smythe,Dakotaverse,Good,Female,Brown,Brown,26,1994,DC
Kahina Eskandari,Dakotaverse,Good,Female,Brown,Black,26,1994,DC
Kevin Franklin,Dakotaverse,Good,Male,Brown,Brown,26,1993,DC
Matthew Ryder,Armageddon 2001,Good,Male,Blue,Blond,26,1991,DC
Pythia II,New Earth,Good,Female,Blue,White,26,1988,DC
Weng Chan,New Earth,Good,Male,Brown,Black,26,1988,DC
James Gordon," Jr.,New Earth",Bad,Male,Blue,Red,26,1987,DC
Lord Garnet,New Earth,Good,Male,Brown,Black,26,1983,DC
Summer Day,New Earth,Neutral,Female,Blue,Brown,26,1978,DC
Carl Andrew Bork,New Earth,Good,Male,Blue,Brown,26,1969,DC
Sam Simeon,New Earth,Good,Male,Hazel,Black,26,1968,DC
Evil Star,New Earth,Bad,Male,Blue,Blond,26,1965,DC
Susan Williams,New Earth,Good,Female,Blue,Blond,26,1961,DC
Wotan,New Earth,Bad,Male,Black,Green,26,1940,DC
Joseph Higgins,New Earth,Good,Male,Blue,Red,25,2009,DC
Wildstar,New Earth,Good,Female,Brown,Black,25,2009,DC
Kryb,New Earth,Bad,Female,Black,Black,25,2007,DC
Helena Kyle,New Earth,Neutral,Female,Green,Brown,25,2006,DC
Manitou Dawn,New Earth,Good,Female,Brown,Black,25,2003,DC
Gavin King,New Earth,Good,Male,Brown,Black,25,2001,DC
Donald Fite,New Earth,Good,Male,Brown,Black,25,1998,DC
Uno,New Earth,Good,Male,Blue,Blond,25,1996,DC
Jarras Minion,New Earth,Good,Male,Blue,Green,25,1994,DC
Nash,New Earth,Bad,Female,Grey,Black,25,1994,DC
Clyde Phillips,New Earth,Bad,Male,Brown,Brown,25,1988,DC
Carl Nelligan,New Earth,Neutral,Male,Blue,Black,25,1983,DC
Felicity,New Earth,Good,Female,Pink,White,25,1983,DC
Lady Turquoise,New Earth,Good,Female,Green,Red,25,1983,DC
Eros,New Earth,Neutral,Male,Blue,Blond,25,1981,DC
Nathaniel Tryon,New Earth,Bad,Male,Blue,Black,25,1981,DC
Valda,New Earth,Good,Female,Blue,Brown,25,1981,DC
Grant Wilson,New Earth,Bad,Male,Blue,Blond,25,1980,DC
Valcan,New Earth,Good,Male,Brown,Black,25,1975,DC
Firehair,New Earth,Good,Male,Blue,Red,25,1969,DC
Eric Morden,New Earth,Bad,Male,Brown,Brown,25,1964,DC
Christopher Freeman,New Earth,Good,Male,Blue,Black,25,1942,DC
Thomas N. Thomas,New Earth,Good,Male,Brown,Brown,25,1942,DC
James Forrest,New Earth,Good,Male,Brown,Black,24,2009,DC
Daniel Evans,New Earth,Good,Male,Black,Black,24,2002,DC
Andrew Van Horn,New Earth,Good,Male,Green,Red,24,1993,DC
Nicholas Kovak,New Earth,Good,Male,Blue,Black,24,1993,DC
Kreon,New Earth,Good,Male,Blue,Blond,24,1992,DC
Peter Cannon,New Earth,Good,Male,Blue,Blond,24,1992,DC
Paul Westfield,New Earth,Bad,Male,Brown,Brown,24,1991,DC
Carmine Falcone,New Earth,Bad,Male,Brown,White,24,1987,DC
Rebecca Jones,New Earth,Bad,Female,Red,Blue,24,1984,DC
Wayne Tarrant,New Earth,Good,Male,Blue,Black,24,1984,DC
Wyynde,New Earth,Good,Male,Brown,Black,24,1982,DC
Lambien,New Earth,Neutral,Male,Gold,Gold,24,1981,DC
Fero,New Earth,Good,Male,Brown,Black,24,1973,DC
Mark Mandrill,New Earth,Bad,Male,Blue,White,24,1961,DC
Anthony Zucco,New Earth,Bad,Male,Brown,Black,24,1940,DC
Karu-Sil,New Earth,Bad,Female,Black,Brown,23,2007,DC
Streaky,New Earth,Neutral,Male,Yellow,Orange,23,2006,DC
Zoanne Wilkins,New Earth,Good,Female,Brown,Black,23,2006,DC
Holly Granger,New Earth,Good,Female,Blue,Red,23,2005,DC
Kirk DePaul,New Earth,Good,Male,Blue,Brown,23,2002,DC
Freak,New Earth,Good,Female,Amber,Black,23,2001,DC
Theodore Bruder,New Earth,Good,Male,Brown,Orange,23,2001,DC
Victor Darge,New Earth,Good,Male,Brown,Brown,23,2001,DC
Guillermo Barrera,New Earth,Bad,Male,Brown,Black,23,1998,DC
Stella Maxwell,Dakotaverse,Good,Female,Brown,Brown,23,1994,DC
Ladonna Jameal,New Earth,Good,Female,Brown,Brown,23,1988,DC
Aristides Demetrios,New Earth,Good,Male,Brown,Black,23,1982,DC
Albert Michaels,New Earth,Bad,Male,Blue,Blond,23,1978,DC
Steppenwolf,New Earth,Bad,Male,Red,Black,23,1972,DC
Tannarak,New Earth,Bad,Male,Blue,Black,23,1970,DC
Cronus,New Earth,Bad,Male,Red,White,23,1941,DC
Dummy,New Earth,Bad,Male,Brown,Brown,23,1941,DC
Atlee,New Earth,Good,Female,Violet,Black,22,2007,DC
Alix Harrower,New Earth,Good,Female,White,Red,22,2006,DC
Father Time,New Earth,Neutral,Male,Blue,Black,22,2006,DC
Jackson Davies,New Earth,Good,Male,Brown,Black,22,2003,DC
Kent Connor,New Earth,Bad,Male,Black,Black,22,1997,DC
Lyle Bolton,New Earth,Bad,Male,Brown,Black,22,1996,DC
Nicholas Bromfield,New Earth,Good,Male,Brown,Brown,22,1995,DC
Liam McHugh,New Earth,Good,Male,Blue,Blond,22,1994,DC
Alicia Collins,New Earth,Good,Female,Blue,Green,22,1992,DC
Brian Arsala,New Earth,Good,Male,Brown,Brown,22,1988,DC
Otis Flannegan,New Earth,Bad,Male,Blue,Blond,22,1988,DC
Walter Johnson I,New Earth,Good,Male,Brown,Black,22,1988,DC
Wayne Hawkins,New Earth,Good,Male,Brown,Black,22,1988,DC
Anton Lamont,New Earth,Bad,Male,Blue,White,22,1978,DC
Phobos,New Earth,Bad,Male,Red,Red,22,1969,DC
Ace Arn,New Earth,Good,Male,Black,White,22,1965,DC
Santiago Vargas,New Earth,Good,Male,Brown,Black,22,1955,DC
David Clark,New Earth,Good,Male,Blue,Black,22,1941,DC
Gavril Ivanovich,New Earth,Good,Male,Blue,Blond,21,2010,DC
John Raymond,New Earth,Good,Male,Blue,Blond,21,2009,DC
Moses Lwanga,New Earth,Good,Male,Brown,Black,21,2008,DC
Ghost Fox Killer,New Earth,Neutral,Female,White,Black,21,2006,DC
Henry Bucher,New Earth,Good,Male,Black,Black,21,2004,DC
Avruiskin of Pokolistan,New Earth,Bad,Male,Blue,Black,21,2001,DC
Ishido Maad,New Earth,Good,Male,Brown,Black,21,1998,DC
Fringe,New Earth,Good,Male,White,White,21,1997,DC
Hero Cruz,New Earth,Good,Male,Brown,Black,21,1996,DC
Ringo Chen,New Earth,Neutral,Male,Brown,Black,21,1996,DC
Nora Bromfield,New Earth,Good,Female,Brown,Brown,21,1995,DC
Leonard Smalls,Dakotaverse,Bad,Male,Brown,Black,21,1993,DC
Rafael Sandoval,New Earth,Good,Male,Brown,Black,21,1989,DC
Elizabeth Clawman,New Earth,Good,Female,Brown,Black,21,1988,DC
Marie Payton,New Earth,Neutral,Female,Blue,Blond,21,1988,DC
Ivana Christina Borodin Molotova,New Earth,Bad,Female,Brown,Red,21,1987,DC
Bethany Snow,New Earth,Bad,Female,Blue,Red,21,1982,DC
Mary Seward,New Earth,Bad,Female,Red,Red,21,1981,DC
Doctor Moon,New Earth,Bad,Male,Black,Black,21,1972,DC
Himon,New Earth,Neutral,Male,Blue,White,21,1972,DC
Benjamin Hunter,New Earth,Good,Male,Blue,Brown,21,1967,DC
